volume,family_name,genus_name,genus_label,genus_index_parsed,species_scientific_name,accepted_name,thailand,distribution,ecology,family_url,genus_url,species_url,scraped_at
12,Orchidaceae,82. Tainia p.p.,Tainia p.p.,82.0,Tainia penangiana Hook.f.,Ania penangiana,"NORTHERN: Chiang Mai, Lamphun (Doi Khun Tan), Phitsanulok (Thung Salaeng Luang); NORTH-EASTERN: Phetchabun (Nam Nao), Loei (Phu Luang), Nakhon Phanom (Phu Langka); EASTERN: Nakhon Ratchasima (Khao Yai), Surin; SOUTH-WESTERN: Phetchaburi (Kaeng Krachan); CENTRAL: Nakhon Nayok (Khao Yai); SOUTH-EASTERN: Trat (Dan Chumphon); PENINSULAR: Ranong, Songkhla, Yala.","NE India, Vietnam, Hainan, Taiwan, Peninsular Malaysia (type).","Tropical rain forests, seasonal evergreen forests and hill evergreen forests, 0–1,500 m alt. Flowering: December–February.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Orchidaceae&volumeno=12,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Tainia&tdcode=05965,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05973,2025-10-20T20:01:39.240482+00:00
12,Orchidaceae,82. Tainia p.p.,Tainia p.p.,82.0,Tainia speciosa Blume,This is currently accepted.,"NORTHERN: Chiang Mai (Doi Suthep); PENINSULAR: Nakhon Si Thammarat (Khao Luang), Satun (Tarutao), Yala (Betong), Narathiwat (Si Sakhon).","Peninsular Malaysia, Sumatra, Java (type), Borneo.","Tropical rain forests and hill evergreen forests, 550–1,300 m alt. Flowering: recorded in April–June, August and November.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Orchidaceae&volumeno=12,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Tainia&tdcode=05965,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05974,2025-10-20T20:01:42.097364+00:00
12,Orchidaceae,82. Tainia p.p.,Tainia p.p.,82.0,Tainia viridifusca (Hook.) Benth. ex Hook.f.,Ania viridifusca,"NORTHERN: Mae Hong Son (Doi Khun Huai Pong), Chiang Mai, Lamphun (Doi Khun Tan), Phitsanulok; NORTH-EASTERN: Loei.","NE India (type), Myanmar, Yunnan, Vietnam.","Seasonal evergreen forests and hill evergreen forests, 750–1,800 m alt. Flowering: January–March.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Orchidaceae&volumeno=12,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Tainia&tdcode=05965,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05975,2025-10-20T20:01:44.800017+00:00
12,Orchidaceae,82. Tainia p.p.,Tainia p.p.,82.0,Tainia wrayana (Hook.f.) J.J.Sm.,This is currently accepted.,"NORTHERN: Phitsanulok (Nakhon Thai); NORTH-EASTERN: Phetchabun (Nam Nao), Loei (Phu Kradueng); EASTERN: Nakhon Ratchasima (Khao Yai).","NE India, Vietnam, Peninsular Malysia (type), Sumatra.","Seasonal evergreen forests and hill evergreen forests, 500–1,200 m alt. Flowering: February–April.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Orchidaceae&volumeno=12,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Tainia&tdcode=05965,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05976,2025-10-20T20:01:47.580484+00:00
12,Orchidaceae,74. Panisea,Panisea,74.0,Panisea tricallosa Rolfe,This is currently accepted.,"NORTHERN: Chiang Mai, Phitsanulok (Phu Miang); SOUTH-WESTERN: Phetchaburi.","NE India (type), Nepal, Bhutan, S China, Laos, Vietnam.","Hill evergreen forests, 1,200–2,150 m alt. Flowering: December–July.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Orchidaceae&volumeno=12,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Panisea&tdcode=05923,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05926,2025-10-20T20:01:54.470651+00:00
12,Orchidaceae,74. Panisea,Panisea,74.0,Panisea uniflora (Lindl.) Lindl.,This is currently accepted.,"NORTHERN: Mae Hong Son, Chiang Mai, Chiang Rai, Phayao, Nan, Lamphun, Lampang, Uttaradit, Tak, Phitsanulok; NORTH-EASTERN: Loei, Nakhon Phanom; EASTERN: Chaiyaphum, Nakhon Ratchasima; SOUTH-WESTERN: Kanchanaburi, Phetchaburi; CENTRAL: Nakhon Nayok; SOUTH-EASTERN: Chanthaburi, Trat; PENINSULAR: Nakhon Si Thammarat.","NE India, Nepal (type), Bhutan, Myanmar, S China, Cambodia, Laos, Vietnam.","Hill evergreen forests, dry deciduous dipterocarp forests, 500–1,500 m alt. Flowering: January–October.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Orchidaceae&volumeno=12,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Panisea&tdcode=05923,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05927,2025-10-20T20:01:56.993548+00:00
12,Orchidaceae,74. Panisea,Panisea,74.0,Panisea distelidia I.D.Lund,This is currently accepted.,"NORTHERN: Chiang Mai (Doi Ngao – type: Kerr 418, holotype -K, isotype -C), Tak (Doi Hua Mot).",Myanmar.,"Hill evergreen forests, dry deciduous dipterocarp forests, 1,000–1,500 m alt. Flowering: April–May.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Orchidaceae&volumeno=12,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Panisea&tdcode=05923,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05925,2025-10-20T20:01:59.567325+00:00
12,Orchidaceae,74. Panisea,Panisea,74.0,Panisea apiculata Lindl.,This is currently accepted.,SOUTH-WESTERN: Kanchanaburi (Khao Ri Yai).,"Myanmar (type), Vietnam.","Hill evergreen forests, 1,000–1,200 m alt. Flowering: December–February.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Orchidaceae&volumeno=12,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Panisea&tdcode=05923,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05924,2025-10-20T20:02:02.142384+00:00
12,Orchidaceae,74. Panisea,Panisea,74.0,Panisea apiculata Lindl.,This is currently accepted.,SOUTH-WESTERN: Kanchanaburi (Khao Ri Yai).,"Myanmar (type), Vietnam.","Hill evergreen forests, 1,000–1,200 m alt. Flowering: December–February.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Orchidaceae&volumeno=12,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Panisea&tdcode=05923,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05924,2025-10-20T20:02:04.791720+00:00
12,Orchidaceae,74. Panisea,Panisea,74.0,Panisea distelidia I.D.Lund,This is currently accepted.,"NORTHERN: Chiang Mai (Doi Ngao – type: Kerr 418, holotype -K, isotype -C), Tak (Doi Hua Mot).",Myanmar.,"Hill evergreen forests, dry deciduous dipterocarp forests, 1,000–1,500 m alt. Flowering: April–May.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Orchidaceae&volumeno=12,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Panisea&tdcode=05923,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05925,2025-10-20T20:02:07.431314+00:00
12,Orchidaceae,74. Panisea,Panisea,74.0,Panisea tricallosa Rolfe,This is currently accepted.,"NORTHERN: Chiang Mai, Phitsanulok (Phu Miang); SOUTH-WESTERN: Phetchaburi.","NE India (type), Nepal, Bhutan, S China, Laos, Vietnam.","Hill evergreen forests, 1,200–2,150 m alt. Flowering: December–July.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Orchidaceae&volumeno=12,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Panisea&tdcode=05923,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05926,2025-10-20T20:02:10.034251+00:00
12,Orchidaceae,74. Panisea,Panisea,74.0,Panisea uniflora (Lindl.) Lindl.,This is currently accepted.,"NORTHERN: Mae Hong Son, Chiang Mai, Chiang Rai, Phayao, Nan, Lamphun, Lampang, Uttaradit, Tak, Phitsanulok; NORTH-EASTERN: Loei, Nakhon Phanom; EASTERN: Chaiyaphum, Nakhon Ratchasima; SOUTH-WESTERN: Kanchanaburi, Phetchaburi; CENTRAL: Nakhon Nayok; SOUTH-EASTERN: Chanthaburi, Trat; PENINSULAR: Nakhon Si Thammarat.","NE India, Nepal (type), Bhutan, Myanmar, S China, Cambodia, Laos, Vietnam.","Hill evergreen forests, dry deciduous dipterocarp forests, 500–1,500 m alt. Flowering: January–October.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Orchidaceae&volumeno=12,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Panisea&tdcode=05923,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05927,2025-10-20T20:02:12.812005+00:00
12,Orchidaceae,49. Coelogyne p.p.,Coelogyne p.p.,49.0,Coelogyne flaccida Lindl.,This is currently accepted.,"NORTHERN: Chiang Mai, Chiang Rai (Doi Tung), Lampang (Chae Son), Phitsanulok (Phu Miang); NORTH-EASTERN: Loei.","India, Nepal (type), Bhutan, Myanmar, Laos, Vietnam, China.","Lower to upper montane forests; 900–2,300 m alt. Flowering: February–July, November.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Orchidaceae&volumeno=12,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Coelogyne&tdcode=05768,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05778,2025-10-20T20:02:19.834157+00:00
12,Orchidaceae,49. Coelogyne p.p.,Coelogyne p.p.,49.0,Coelogyne rochussenii de Vriese,This is currently accepted.,"PENINSULAR: Nakhon Si Thammarat, Narathiwat (Su-ngai Padi).","Malaysia (Peninsular and Borneo), Singapore, Indonesia (type), the Philippines.","Evergreen lowland to lower montane forests; 0–1,500 m alt. Flowering all year long, mostly in October–February.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Orchidaceae&volumeno=12,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Coelogyne&tdcode=05768,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05792,2025-10-20T20:02:22.477273+00:00
12,Orchidaceae,49. Coelogyne p.p.,Coelogyne p.p.,49.0,Coelogyne tomentosa Lindl.,This is currently accepted.,"PENINSULAR: Nakhon Si Thammarat (Khao Luang), Pattani (Khao Kalakhiri), Yala.","Myanmar, Peninsular Malaysia (type), Sumatra, Java.","Montane evergreen forests or lithophyte on mossy rocks and steep limestone cliffs; 1,100–2,100 m alt. Flowering all year long, mostly March–October.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Orchidaceae&volumeno=12,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Coelogyne&tdcode=05768,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05798,2025-10-20T20:02:24.979120+00:00
12,Orchidaceae,49. Coelogyne p.p.,Coelogyne p.p.,49.0,Coelogyne velutina de Vogel,This is currently accepted.,"PENINSULAR: Krabi (Khao Phanom Bencha), Nakhon Si Thammarat (Khao Luang – type: van Beusekom & Phengklai 957, holotype -L, isotypes -BKF C E K P), Pattani (Khao Kalakhiri), Yala (Betong).",Peninsular Malaysia.,"Evergreen lowland and lower montane forests, sometimes lithophytic on rocks; 800–1,950 m alt. Flowering: February–May, July–August and October.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Orchidaceae&volumeno=12,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Coelogyne&tdcode=05768,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05802,2025-10-20T20:02:27.715657+00:00
12,Orchidaceae,49. Coelogyne p.p.,Coelogyne p.p.,49.0,Coelogyne brachyptera Rchb.f.,This is currently accepted.,"NORTHERN: Chiang Mai (Doi Nom), Phitsanulok; NORTH-EASTERN: Phetchabun (Chon Daen), Loei (Dansai), Buengkan (Phu Wua); EASTERN: Si Sa Ket (Khao Phra Wihan); CENTRAL: Krung Thep Maha Nakhon (Bangkok); SOUTH-EASTERN: Chanthaburi (Soi Dao).","Myanmar (type), Laos, Cambodia, Vietnam.","Deciduous forests; 200–500 m alt. Flowering: February–June, October, November.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Orchidaceae&volumeno=12,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Coelogyne&tdcode=05768,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05772,2025-10-20T20:02:30.454153+00:00
12,Orchidaceae,49. Coelogyne p.p.,Coelogyne p.p.,49.0,Coelogyne parishii Hook.f.,This is currently accepted.,NORTHERN: Phitsanulok; NORTH-EASTERN: Loei (Dan Sai); EASTERN: Si Sa Ket (Khao Phra Wihan); SOUTH-EASTERN: Chanthaburi (Soi Dao).,"Myanmar (type), Laos, Cambodia, Vietnam.","Deciduous forests, flowers in the dry season; 200–300 m alt. Flowering: April–June, October.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Orchidaceae&volumeno=12,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Coelogyne&tdcode=05768,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05785,2025-10-20T20:02:32.905966+00:00
12,Orchidaceae,49. Coelogyne p.p.,Coelogyne p.p.,49.0,Coelogyne fimbriata Lindl.,This is currently accepted.,NORTHERN: Chiang Mai; NORTH-EASTERN: Loei (Phu Luang); EASTERN: Nakhon Ratchasima (Khao Yai).,"India, Myanmar, Nepal, Bhutan, Laos, Cambodia, Vietnam, China (type), Peninsular Malaysia.","Epiphyte, sometimes lithophyte, in upper hill forests to montane forests; 1,000–2,290 m alt. Flowering: usually June–December in cultivation.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Orchidaceae&volumeno=12,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Coelogyne&tdcode=05768,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05777,2025-10-20T20:02:35.675443+00:00
12,Orchidaceae,49. Coelogyne p.p.,Coelogyne p.p.,49.0,Coelogyne pallens Ridl.,Coelogyne fimbriata,"NORTHERN: Mae Hong Son, Chiang Mai, Chiang Rai (Mae Suai), Nan; NORTH-EASTERN: Loei (Phu Luang); SOUTH-WESTERN: Phetchaburi (Kaeng Krachan); SOUTH EASTERN: Chanthaburi, Trat.","Myanmar, Laos, Vietnam, Peninsular Malaysia (type), Sumatra, Borneo.","Lowland to lower montane forests, also on limestone outcrops; 300–1,850 m alt. Flowering: October–March.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Orchidaceae&volumeno=12,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Coelogyne&tdcode=05768,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05784,2025-10-20T20:02:38.366208+00:00
12,Orchidaceae,49. Coelogyne p.p.,Coelogyne p.p.,49.0,Coelogyne ovalis Lindl.,This is currently accepted.,"NORTHERN: Mae Hong Son (Pai), Kamphaeng Phet (Mae Wong); NORTH EASTERN: Loei (Phu Luang), Sakon Nakhon (Phu Phan); EASTERN: Nakhon Ratchasima (Khao Yai); CENTRAL: Nakhon Nayok; SOUTH-EASTERN: Chanthaburi (Soi Dao), Trat.","India, Nepal, Myanmar, Tibet, Laos, Vietnam, China, Peninsular Malaysia (type), Sumatra, Borneo.","Lowland to lower montane forests, also on limestone outcrops; 380–1,700 m alt. Flowering: October–December.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Orchidaceae&volumeno=12,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Coelogyne&tdcode=05768,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05783,2025-10-20T20:02:40.899677+00:00
12,Orchidaceae,49. Coelogyne p.p.,Coelogyne p.p.,49.0,Coelogyne triplicatula Rchb.f.,This is currently accepted.,NORTHERN: Kamphaeng Phet (Mae Wong).,Myanmar (type).,Epiphyte or lithophyte in hill evergreen forests; exact altitudinal range not recorded. Flowering: October–November.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Orchidaceae&volumeno=12,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Coelogyne&tdcode=05768,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05800,2025-10-20T20:02:43.777271+00:00
12,Orchidaceae,49. Coelogyne p.p.,Coelogyne p.p.,49.0,Coelogyne radicosa Ridl.,This is currently accepted.,"PENINSULAR: Pattani, Yala.","Peninsular Malaysia (type), Borneo.","Lower and medium montane evergreen forests, sometimes lithophytic or terrestrial; 1,000–1,800 m alt. Flowering: December–February and May–September.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Orchidaceae&volumeno=12,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Coelogyne&tdcode=05768,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05790,2025-10-20T20:02:46.605890+00:00
12,Orchidaceae,49. Coelogyne p.p.,Coelogyne p.p.,49.0,Coelogyne lawrenceana Rolfe,This is currently accepted.,NORTHERN: Chiang Mai (Doi Inthanon – Seidenfaden & Smitinand GT 8293 -C).,Vietnam (type).,"Hill evergreen forests; ca 1,650 m alt. Flowering: unrecorded in the wild, April–May in cultivation.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Orchidaceae&volumeno=12,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Coelogyne&tdcode=05768,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05780,2025-10-20T20:02:49.159374+00:00
12,Orchidaceae,49. Coelogyne p.p.,Coelogyne p.p.,49.0,Coelogyne prolifera Lindl.,This is currently accepted.,"NORTHERN: Mae Hong Son, Chiang Mai, Chiang Rai (Wiang Pa Pao), Phayao (Phu Langka), Nan (Doi Phukha), Tak (Doi Musoe), Phitsanulok (Phu Miang); NORTH EASTERN: Loei (Phu Luang); EASTERN: Chaiyaphum (Phu Khiao), Nakhon Ratchasima (Khao Yai); SOUTH-WESTERN: Uthai Thani, Prachuap Khiri Khan; CENTRAL: Nakhon Nayok; SOUTH EASTERN: Chanthaburi (Soi Dao Nuea).","India (type), Nepal, Bhutan, Myanmar, Vietnam, China.","Montane evergreen forests; 700–2,150 m alt. Flowering: March, May–August, December.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Orchidaceae&volumeno=12,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Coelogyne&tdcode=05768,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05787,2025-10-20T20:02:51.938594+00:00
12,Orchidaceae,49. Coelogyne p.p.,Coelogyne p.p.,49.0,Coelogyne ustulata C.S.P.Parish & Rchb.f.,This is currently accepted.,NORTHERN: Chiang Mai (Chiang Dao).,Myanmar (type).,"Montane forests. Epiphyte on tree trunks, sometimes lithophytic on mossy rocks; 1,700–2,000 m alt. Flowering: May.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Orchidaceae&volumeno=12,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Coelogyne&tdcode=05768,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05801,2025-10-20T20:02:54.644257+00:00
12,Orchidaceae,49. Coelogyne p.p.,Coelogyne p.p.,49.0,Coelogyne longipes Lindl.,This is currently accepted.,"NORTHERN: Mae Hong Son, Chiang Mai (Doi Suthep); SOUTH-EASTERN: Trat (Khao Kuap); PENINSULAR: Nakhon Si Thammarat (Khao Luang).","India (type), Nepal, Bhutan, Myanmar, Laos, China.","Lower montane to montane evergreen forests, epiphyte or lithophyte; 900–1,600 m alt. Flowering: March–July.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Orchidaceae&volumeno=12,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Coelogyne&tdcode=05768,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05782,2025-10-20T20:02:57.286451+00:00
12,Orchidaceae,49. Coelogyne p.p.,Coelogyne p.p.,49.0,Coelogyne schultesii S.K.Jain & S.Das,This is currently accepted.,"NORTHERN: Mae Hong Son (Doi Chik Chong), Chiang Mai, Chiang Rai, Phayao, Nan, Tak (Doi Musoe), Phitsanulok; NORTH-EASTERN: Loei (Phu Luang); EASTERN: Chaiyaphum (Phu Khieo); CENTRAL: Nakhon Nayok; PENINSULAR: Krabi (Khao Phanom Bencha), Nakhon Si Thammarat.","India (type), Nepal, Bhutan, Myanmar, Vietnam, China.","Montane evergreen forests; 800–2,500 m alt. Flowering: February–July, October.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Orchidaceae&volumeno=12,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Coelogyne&tdcode=05768,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05794,2025-10-20T20:03:00.059222+00:00
12,Orchidaceae,49. Coelogyne p.p.,Coelogyne p.p.,49.0,Coelogyne anceps Hook.f.,This is currently accepted.,"PENINSULAR: Yala (Betong), Narathiwat (Hala-Bala).",Peninsular Malaysia (type).,"Scrub forests; 1,490‒1,500 m alt. Flowering: May–July.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Orchidaceae&volumeno=12,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Coelogyne&tdcode=05768,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05770,2025-10-20T20:03:02.538926+00:00
